sentence,intent,tokens,BIO_tags
helo,greeting,"[""helo""]","[""O""]"
i want to cancel tickets for the batman today,cancel_ticket,"[""i"", ""want"", ""to"", ""cancel"", ""tickets"", ""for"", ""the"", ""batman"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
yo show my booking details at raj mandir,check_booking_status,"[""yo"", ""show"", ""my"", ""booking"", ""details"", ""at"", ""raj"", ""mandir""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
yo any hindi movies in delhi,search_movie,"[""yo"", ""any"", ""hindi"", ""movies"", ""in"", ""delhi""]","[""O"", ""O"", ""B-LANGUAGE"", ""O"", ""O"", ""B-CITY""]"
thanks bye,goodbye,"[""thanks"", ""bye""]","[""O"", ""O""]"
see you later,goodbye,"[""see"", ""you"", ""later""]","[""O"", ""O"", ""O""]"
hey there,greeting,"[""hey"", ""there""]","[""O"", ""O""]"
pls when is spier man no way home showing at raj manwir,check_showtime,"[""pls"", ""when"", ""is"", ""spier"", ""man"", ""no"", ""way"", ""home"", ""showing"", ""at"", ""raj"", ""manwir""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
um cancel the 3 seats in bengaluru,cancel_ticket,"[""um"", ""cancel"", ""the"", ""3"", ""seats"", ""in"", ""bengaluru""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-CITY""]"
please refund my booking for next friday,cancel_ticket,"[""please"", ""refund"", ""my"", ""booking"", ""for"", ""next"", ""friday""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
look up my movie bookipg in kolkaa,check_booking_status,"[""look"", ""up"", ""my"", ""movie"", ""bookipg"", ""in"", ""kolkaa""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-CITY""]"
hey is my reservation confirmed for 9 : 30 pm,check_booking_status,"[""hey"", ""is"", ""my"", ""reservation"", ""confirmed"", ""for"", ""9"", "":"", ""30"", ""pm""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-TIME"", ""I-TIME"", ""I-TIME"", ""I-TIME""]"
hey yo is my reservaion confirmed for 1 pm,check_booking_status,"[""hey"", ""yo"", ""is"", ""my"", ""reservaion"", ""confirmed"", ""for"", ""1"", ""pm""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-TIME"", ""I-TIME""]"
is oppenheimer playing near mumbai,search_movie,"[""is"", ""oppenheimer"", ""playing"", ""near"", ""mumbai""]","[""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
pls i need 6 tickets for jawan this tomorrow,book_ticket,"[""pls"", ""i"", ""need"", ""6"", ""tickets"", ""for"", ""jawan"", ""this"", ""tomorrow""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-DATE""]"
hey check my booking status for interstellar,check_booking_status,"[""hey"", ""check"", ""my"", ""booking"", ""status"", ""for"", ""interstellar""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME""]"
quick is thcre a 2d show of leo today,check_showtime,"[""quick"", ""is"", ""thcre"", ""a"", ""2d"", ""show"", ""of"", ""leo"", ""today""]","[""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O""]"
bye and thanks,goodbye,"[""bye"", ""and"", ""thanks""]","[""O"", ""O"", ""O""]"
show my booking detais at carnival city mall,check_booking_status,"[""show"", ""my"", ""booking"", ""detais"", ""at"", ""carnival"", ""city"", ""mall""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
please refund my booking for next friday,cancel_ticket,"[""please"", ""refund"", ""my"", ""booking"", ""for"", ""next"", ""friday""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
"hi, need help",greeting,"[""hi"", "","", ""need"", ""help""]","[""O"", ""O"", ""O"", ""O""]"
drop my reservation at cinepolis central,cancel_ticket,"[""drop"", ""my"", ""reservation"", ""at"", ""cinepolis"", ""central""]","[""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
hey there,greeting,"[""hey"", ""there""]","[""O"", ""O""]"
pls select seat a11,select_seat,"[""pls"", ""select"", ""seat"", ""a11""]","[""O"", ""O"", ""O"", ""B-SEAT_NUMBER""]"
pls tell me the timings for the batman at raj mandir,check_showtime,"[""pls"", ""tell"", ""me"", ""the"", ""timings"", ""for"", ""the"", ""batman"", ""at"", ""raj"", ""mandir""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
yo?,greeting,"[""yo"", ""?""]","[""O""]"
is there a 4dx show of the batman today,check_showtime,"[""is"", ""there"", ""a"", ""4dx"", ""show"", ""of"", ""the"", ""batman"", ""today""]","[""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
hey give me balcony around a10,select_seat,"[""hey"", ""give"", ""me"", ""balcony"", ""around"", ""a10""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
um is my reservation confirmed for 6 : 45 pm,check_booking_status,"[""um"", ""is"", ""my"", ""reservation"", ""confirmed"", ""for"", ""6"", "":"", ""45"", ""pm""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-TIME"", ""I-TIME"", ""I-TIME"", ""I-TIME""]"
pls cancel the 6 seats in kochi,cancel_ticket,"[""pls"", ""cancel"", ""the"", ""6"", ""seats"", ""in"", ""kochi""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-CITY""]"
bye and thanks,goodbye,"[""bye"", ""and"", ""thanks""]","[""O"", ""O"", ""O""]"
can u book top gun maverick for 1 people,book_ticket,"[""can"", ""u"", ""book"", ""top"", ""gun"", ""maverick"", ""for"", ""1"", ""people""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-NUM_TICKETS"", ""O""]"
cancel the 5 sets in jaipur,cancel_ticket,"[""cancel"", ""the"", ""5"", ""sets"", ""in"", ""jaipur""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-CITY""]"
goodbye,goodbye,"[""goodbye""]","[""O""]"
can u buk spider man no way home for 2 people,book_ticket,"[""can"", ""u"", ""buk"", ""spider"", ""man"", ""no"", ""way"", ""home"", ""for"", ""2"", ""people""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-NUM_TICKETS"", ""O""]"
goodbye,goodbye,"[""goodbye""]","[""O""]"
yo cancel the 5 seats in kochi,cancel_ticket,"[""yo"", ""cancel"", ""the"", ""5"", ""seats"", ""in"", ""kochi""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-CITY""]"
drop my reservation at wave cinemas,cancel_ticket,"[""drop"", ""my"", ""reservation"", ""at"", ""wave"", ""cinemas""]","[""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
is interstellar playng near bengaluru,search_movie,"[""is"", ""interstellar"", ""playng"", ""near"", ""bengaluru""]","[""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
um is leo playing near mumbai,search_movie,"[""um"", ""is"", ""leo"", ""playing"", ""near"", ""mumbai""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
buk 3 regular tickets for leo at miraj citemas,book_ticket,"[""buk"", ""3"", ""regular"", ""tickets"", ""for"", ""leo"", ""at"", ""miraj"", ""citemas""]","[""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
pls i want a10 for the show,select_seat,"[""pls"", ""i"", ""want"", ""a10"", ""for"", ""the"", ""show""]","[""O"", ""O"", ""O"", ""B-SEAT_NUMBER"", ""O"", ""O"", ""O""]"
what time does barbie start in bengaluru,check_showtime,"[""what"", ""time"", ""does"", ""barbie"", ""start"", ""in"", ""bengaluru""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
pls what movis like top gun mavrick are running in kolkata,search_movie,"[""pls"", ""what"", ""movis"", ""like"", ""top"", ""gun"", ""mavrick"", ""are"", ""running"", ""in"", ""kolkata""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""O"", ""B-CITY""]"
um i want c4 for the show,select_seat,"[""um"", ""i"", ""want"", ""c4"", ""for"", ""the"", ""show""]","[""O"", ""O"", ""O"", ""B-SEAT_NUMBER"", ""O"", ""O"", ""O""]"
thanks bye,goodbye,"[""thanks"", ""bye""]","[""O"", ""O""]"
is there a imax show of top gun maverick today,check_showtime,"[""is"", ""there"", ""a"", ""imax"", ""show"", ""of"", ""top"", ""gun"", ""maverick"", ""today""]","[""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
um tell me the timings for leo at cinepolis central,check_showtime,"[""um"", ""tell"", ""me"", ""the"", ""timings"", ""for"", ""leo"", ""at"", ""cinepolis"", ""central""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
bye and thx,goodbye,"[""bye"", ""and"", ""thx""]","[""O"", ""O"", ""O""]"
"pls hi, need help",greeting,"[""pls"", ""hi"", "","", ""need"", ""help""]","[""O"", ""O"", ""O"", ""O""]"
is tiger 3 playing near chennai,search_movie,"[""is"", ""tiger"", ""3"", ""playing"", ""near"", ""chennai""]","[""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
um cancel my kalki 2898 ad booking at wave cinemas,cancel_ticket,"[""um"", ""cancel"", ""my"", ""kalki"", ""2898"", ""ad"", ""booking"", ""at"", ""wave"", ""cinemas""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
choose recliner seat c3,select_seat,"[""choose"", ""recliner"", ""seat"", ""c3""]","[""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
good morning,greeting,"[""good"", ""morning""]","[""O"", ""O""]"
um yo is there a dolby show of the batman today,check_showtime,"[""um"", ""yo"", ""is"", ""there"", ""a"", ""dolby"", ""show"", ""of"", ""the"", ""batman"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
is there a 2d show of kalki 2898 ad today,check_showtime,"[""is"", ""there"", ""a"", ""2d"", ""show"", ""of"", ""kalki"", ""2898"", ""ad"", ""today""]","[""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
good morning,greeting,"[""good"", ""morning""]","[""O"", ""O""]"
goodbye,goodbye,"[""goodbye""]","[""O""]"
please refund my boking for next friday,cancel_ticket,"[""please"", ""refund"", ""my"", ""boking"", ""for"", ""next"", ""friday""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
i need 1 tickets for the batman this next friday,book_ticket,"[""i"", ""need"", ""1"", ""tickets"", ""for"", ""the"", ""batman"", ""this"", ""next"", ""friday""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
yo reserve 6 regular seats in mumbai,book_ticket,"[""yo"", ""reserve"", ""6"", ""regular"", ""seats"", ""in"", ""mumbai""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-CITY""]"
pls cncl the 2 seats in bengaluru,cancel_ticket,"[""pls"", ""cncl"", ""the"", ""2"", ""seats"", ""in"", ""bengaluru""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-CITY""]"
book 6 premium tickets for oppenheimer at wave cinemas,book_ticket,"[""book"", ""6"", ""premium"", ""tickets"", ""for"", ""oppenheimer"", ""at"", ""wave"", ""cinemas""]","[""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
cancel my spider man no way home booking at carnival city mall,cancel_ticket,"[""cancel"", ""my"", ""spider"", ""man"", ""no"", ""way"", ""home"", ""booking"", ""at"", ""carnival"", ""city"", ""mall""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
"hi, need help",greeting,"[""hi"", "","", ""need"", ""help""]","[""O"", ""O"", ""O"", ""O""]"
pls is there a dolby show of jawan today,check_showtime,"[""pls"", ""is"", ""there"", ""a"", ""dolby"", ""show"", ""of"", ""jawan"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O""]"
i want b7 for the show,select_seat,"[""i"", ""want"", ""b7"", ""for"", ""the"", ""show""]","[""O"", ""O"", ""B-SEAT_NUMBER"", ""O"", ""O"", ""O""]"
find top gun maverick in chennai,search_movie,"[""find"", ""top"", ""gun"", ""maverick"", ""in"", ""chennai""]","[""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-CITY""]"
yo can u book spider man no way home for 6 peple,book_ticket,"[""yo"", ""can"", ""u"", ""book"", ""spider"", ""man"", ""no"", ""way"", ""home"", ""for"", ""6"", ""peple""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-NUM_TICKETS"", ""O""]"
pick regular seats near d8,select_seat,"[""pick"", ""regular"", ""seats"", ""near"", ""d8""]","[""O"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-SEAT_NUMBER""]"
yo?,greeting,"[""yo"", ""?""]","[""O""]"
pls what movies like oppenheimer are running in jaipur,search_movie,"[""pls"", ""what"", ""movies"", ""like"", ""oppenheimer"", ""are"", ""running"", ""in"", ""jaipur""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""O"", ""B-CITY""]"
show me top gun maverick sessions in pune,search_movie,"[""show"", ""me"", ""top"", ""gun"", ""maverick"", ""sessions"", ""in"", ""pune""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
hey please refund my booking for next friday,cancel_ticket,"[""hey"", ""please"", ""refund"", ""my"", ""booking"", ""for"", ""next"", ""friday""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
give me premium around d8,select_seat,"[""give"", ""me"", ""premium"", ""around"", ""d8""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
is oppenheimer playing near hyderabad,search_movie,"[""is"", ""oppenheimer"", ""playing"", ""near"", ""hyderabad""]","[""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
that's all thanks,goodbye,"[""that's"", ""all"", ""thanks""]","[""O"", ""O"", ""O""]"
good morning,greeting,"[""good"", ""morning""]","[""O"", ""O""]"
show me showtimes for barbie on this evening,check_showtime,"[""show"", ""me"", ""showtimes"", ""for"", ""barbie"", ""on"", ""this"", ""evening""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
yo,greeting,"[""yo""]","[""O""]"
show me brbie sessions in ahmsdabad,search_movie,"[""show"", ""me"", ""brbie"", ""sessions"", ""in"", ""ahmsdabad""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
pls cancel my top gun maverick bookng at luxe imax pls,cancel_ticket,"[""pls"", ""cancel"", ""my"", ""top"", ""gun"", ""maverick"", ""bookng"", ""at"", ""luxe"", ""imax"", ""pls""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
pls please refund my booking for 25 may,cancel_ticket,"[""pls"", ""please"", ""refund"", ""my"", ""booking"", ""for"", ""25"", ""may""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
um is there a imax show of spider man no way home today,check_showtime,"[""um"", ""is"", ""there"", ""a"", ""imax"", ""show"", ""of"", ""spider"", ""man"", ""no"", ""way"", ""home"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
yo where is my ticket for tomorrow,check_booking_status,"[""yo"", ""where"", ""is"", ""my"", ""ticket"", ""for"", ""tomorrow""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE""]"
hey show me dune part two sessions in kolkata,search_movie,"[""hey"", ""show"", ""me"", ""dune"", ""part"", ""two"", ""sessions"", ""in"", ""kolkata""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
choose balcony seat c3,select_seat,"[""choose"", ""balcony"", ""seat"", ""c3""]","[""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
give me recliner around c3,select_seat,"[""give"", ""me"", ""recliner"", ""around"", ""c3""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
look up my movie booking in delhi,check_booking_status,"[""look"", ""up"", ""my"", ""movie"", ""booking"", ""in"", ""delhi""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-CITY""]"
tell me the timngs for oppenheimer at inox city center,check_showtime,"[""tell"", ""me"", ""the"", ""timngs"", ""for"", ""oppenheimer"", ""at"", ""inox"", ""city"", ""center""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
i want to canel tickets for barbie today,cancel_ticket,"[""i"", ""want"", ""to"", ""canel"", ""tickets"", ""for"", ""barbie"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O""]"
see you later,goodbye,"[""see"", ""you"", ""later""]","[""O"", ""O"", ""O""]"
i want to cancel tickets for avatar the way of water today,cancel_ticket,"[""i"", ""want"", ""to"", ""cancel"", ""tickets"", ""for"", ""avatar"", ""the"", ""way"", ""of"", ""water"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
um show me showtimes for oppenheimer on this evening,check_showtime,"[""um"", ""show"", ""me"", ""showtimes"", ""for"", ""oppenheimer"", ""on"", ""this"", ""evening""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
bye and thanks,goodbye,"[""bye"", ""and"", ""thanks""]","[""O"", ""O"", ""O""]"
hey show me showtimes for leo on this evening,check_showtime,"[""hey"", ""show"", ""me"", ""showtimes"", ""for"", ""leo"", ""on"", ""this"", ""evening""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
is there a 2d show of top gun maverick today,check_showtime,"[""is"", ""there"", ""a"", ""2d"", ""show"", ""of"", ""top"", ""gun"", ""maverick"", ""today""]","[""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
hey there,greeting,"[""hey"", ""there""]","[""O"", ""O""]"
cancel the 6 seats in delhi,cancel_ticket,"[""cancel"", ""the"", ""6"", ""seats"", ""in"", ""delhi""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-CITY""]"
bye and thanks,goodbye,"[""bye"", ""and"", ""thanks""]","[""O"", ""O"", ""O""]"
pls give me premium around d8,select_seat,"[""pls"", ""give"", ""me"", ""premium"", ""around"", ""d8""]","[""O"", ""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
show my bookng details at luxe imax,check_booking_status,"[""show"", ""my"", ""bookng"", ""details"", ""at"", ""luxe"", ""imax""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
i want to cancel tickets for top gun maverick today,cancel_ticket,"[""i"", ""want"", ""to"", ""cancel"", ""tickets"", ""for"", ""top"", ""gun"", ""maverick"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
cancel the 5 sxats in jaipur,cancel_ticket,"[""cancel"", ""the"", ""5"", ""sxats"", ""in"", ""jaipur""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-CITY""]"
quick um look up my movi booking in chennai,check_booking_status,"[""quick"", ""um"", ""look"", ""up"", ""my"", ""movi"", ""booking"", ""in"", ""chennai""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-CITY""]"
yo give me balcony around c4,select_seat,"[""yo"", ""give"", ""me"", ""balcony"", ""around"", ""c4""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
choose balcony seat e15,select_seat,"[""choose"", ""balcony"", ""seat"", ""e15""]","[""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
book 1 premium tickets for barbie at wave cinemas,book_ticket,"[""book"", ""1"", ""premium"", ""tickets"", ""for"", ""barbie"", ""at"", ""wave"", ""cinemas""]","[""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
cancel my top gun maverick booking at inox city center,cancel_ticket,"[""cancel"", ""my"", ""top"", ""gun"", ""maverick"", ""booking"", ""at"", ""inox"", ""city"", ""center""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
that's all thanks,goodbye,"[""that's"", ""all"", ""thanks""]","[""O"", ""O"", ""O""]"
um pls give me recliner arond b12,select_seat,"[""um"", ""pls"", ""give"", ""me"", ""recliner"", ""arond"", ""b12""]","[""O"", ""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
yo i want a11 for the show,select_seat,"[""yo"", ""i"", ""want"", ""a11"", ""for"", ""the"", ""show""]","[""O"", ""O"", ""O"", ""B-SEAT_NUMBER"", ""O"", ""O"", ""O""]"
select seat b12 now,select_seat,"[""select"", ""seat"", ""b12"", ""now""]","[""O"", ""O"", ""B-SEAT_NUMBER""]"
pls drop my reservation at inox city center,cancel_ticket,"[""pls"", ""drop"", ""my"", ""reservation"", ""at"", ""inox"", ""city"", ""center""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
hey choose balcony seat b7 now,select_seat,"[""hey"", ""choose"", ""balcony"", ""seat"", ""b7"", ""now""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
hey check my booking szatus for the batman please,check_booking_status,"[""hey"", ""check"", ""my"", ""booking"", ""szatus"", ""for"", ""the"", ""batman"", ""please""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME""]"
cancel the 4 seats in kolkata,cancel_ticket,"[""cancel"", ""the"", ""4"", ""seats"", ""in"", ""kolkata""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-CITY""]"
hey show me the batman sessions in kochi,search_movie,"[""hey"", ""show"", ""me"", ""the"", ""batman"", ""sessions"", ""in"", ""kochi""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
hey drop my reservation at luxe imax,cancel_ticket,"[""hey"", ""drop"", ""my"", ""reservation"", ""at"", ""luxe"", ""imax""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
what time does jawan start in delhi,check_showtime,"[""what"", ""time"", ""does"", ""jawan"", ""start"", ""in"", ""delhi""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
um please refund my booking for today,cancel_ticket,"[""um"", ""please"", ""refund"", ""my"", ""booking"", ""for"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE""]"
what time does avatar the way of water start in kolkata,check_showtime,"[""what"", ""time"", ""does"", ""avatar"", ""the"", ""way"", ""of"", ""water"", ""start"", ""in"", ""kolkata""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
goodbye,goodbye,"[""goodbye""]","[""O""]"
yo find spider man no way home in pune,search_movie,"[""yo"", ""find"", ""spider"", ""man"", ""no"", ""way"", ""home"", ""in"", ""pune""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-CITY""]"
