sentence,intent,tokens,BIO_tags
yo where is my tcket for 26 may,check_booking_status,"[""yo"", ""where"", ""is"", ""my"", ""tcket"", ""for"", ""26"", ""may""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
um when is barbie showing at miraj cinemas,check_showtime,"[""um"", ""when"", ""is"", ""barbie"", ""showing"", ""at"", ""miraj"", ""cinemas""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
buk 3 regular tickets for leo at miraj citemas,book_ticket,"[""buk"", ""3"", ""regular"", ""tickets"", ""for"", ""leo"", ""at"", ""miraj"", ""citemas""]","[""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
um give me vip around b12,select_seat,"[""um"", ""give"", ""me"", ""vip"", ""around"", ""b12""]","[""O"", ""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
hey show me showtimes for leo on this evening,check_showtime,"[""hey"", ""show"", ""me"", ""showtimes"", ""for"", ""leo"", ""on"", ""this"", ""evening""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
um check my bookig status for jawan?,check_booking_status,"[""um"", ""check"", ""my"", ""bookig"", ""status"", ""for"", ""jawan"", ""?""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME""]"
see you later,goodbye,"[""see"", ""you"", ""later""]","[""O"", ""O"", ""O""]"
pick regupar sehts near b7,select_seat,"[""pick"", ""regupar"", ""sehts"", ""near"", ""b7""]","[""O"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-SEAT_NUMBER""]"
hey check my booking status for oppenheimer,check_booking_status,"[""hey"", ""check"", ""my"", ""booking"", ""status"", ""for"", ""oppenheimer""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME""]"
hello,greeting,"[""hello""]","[""O""]"
give me vip around b12,select_seat,"[""give"", ""me"", ""vip"", ""around"", ""b12""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
pls what movies like oppenheimer are running in jaipur,search_movie,"[""pls"", ""what"", ""movies"", ""like"", ""oppenheimer"", ""are"", ""running"", ""in"", ""jaipur""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""O"", ""B-CITY""]"
pls drop my reservation at inox city center,cancel_ticket,"[""pls"", ""drop"", ""my"", ""reservation"", ""at"", ""inox"", ""city"", ""center""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
yo is my reservation confirmed for 10 am,check_booking_status,"[""yo"", ""is"", ""my"", ""reservation"", ""confirmed"", ""for"", ""10"", ""am""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-TIME"", ""I-TIME""]"
pls when is leo showing at miraj cinemas,check_showtime,"[""pls"", ""when"", ""is"", ""leo"", ""showing"", ""at"", ""miraj"", ""cinemas""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
yo yo i want b7 for the show,select_seat,"[""yo"", ""yo"", ""i"", ""want"", ""b7"", ""for"", ""the"", ""show""]","[""O"", ""O"", ""O"", ""B-SEAT_NUMBER"", ""O"", ""O"", ""O""]"
hello,greeting,"[""hello""]","[""O""]"
good morning,greeting,"[""good"", ""morning""]","[""O"", ""O""]"
choose regular seat d8,select_seat,"[""choose"", ""regular"", ""seat"", ""d8""]","[""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
that's all thanks please,goodbye,"[""that's"", ""all"", ""thanks"", ""please""]","[""O"", ""O"", ""O""]"
can u book interstellar for 5 people,book_ticket,"[""can"", ""u"", ""book"", ""interstellar"", ""for"", ""5"", ""people""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-NUM_TICKETS"", ""O""]"
give me vip around a10,select_seat,"[""give"", ""me"", ""vip"", ""around"", ""a10""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
um book 3 regular tickets for top gun maverick at inox city center,book_ticket,"[""um"", ""book"", ""3"", ""regular"", ""tickets"", ""for"", ""top"", ""gun"", ""maverick"", ""at"", ""inox"", ""city"", ""center""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
yo is top gun maverick playing near pune,search_movie,"[""yo"", ""is"", ""top"", ""gun"", ""maverick"", ""playing"", ""near"", ""pune""]","[""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
yo find spider man no way home in hyderabad,search_movie,"[""yo"", ""find"", ""spider"", ""man"", ""no"", ""way"", ""home"", ""in"", ""hyderabad""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-CITY""]"
cancel the 6 seats in jaipur,cancel_ticket,"[""cancel"", ""the"", ""6"", ""seats"", ""in"", ""jaipur""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-CITY""]"
yo please buk me 1 for barbie at 5 pm,book_ticket,"[""yo"", ""please"", ""buk"", ""me"", ""1"", ""for"", ""barbie"", ""at"", ""5"", ""pm""]","[""O"", ""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-TIME"", ""I-TIME""]"
yo can u book leo for 1 people,book_ticket,"[""yo"", ""can"", ""u"", ""book"", ""leo"", ""for"", ""1"", ""people""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-NUM_TICKETS"", ""O""]"
pls give me balcony around c3,select_seat,"[""pls"", ""give"", ""me"", ""balcony"", ""around"", ""c3""]","[""O"", ""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
um give me vip arfund c3,select_seat,"[""um"", ""give"", ""me"", ""vip"", ""arfund"", ""c3""]","[""O"", ""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
can u book top gun maverick for 1 people,book_ticket,"[""can"", ""u"", ""book"", ""top"", ""gun"", ""maverick"", ""for"", ""1"", ""people""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-NUM_TICKETS"", ""O""]"
yo,greeting,"[""yo""]","[""O""]"
goodbye?,goodbye,"[""goodbye"", ""?""]","[""O""]"
yo what time does barbie start in jaipur,check_showtime,"[""yo"", ""what"", ""time"", ""does"", ""barbie"", ""start"", ""in"", ""jaipur""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
select seat a10,select_seat,"[""select"", ""seat"", ""a10""]","[""O"", ""O"", ""B-SEAT_NUMBER""]"
quick is thcre a 2d show of leo today,check_showtime,"[""quick"", ""is"", ""thcre"", ""a"", ""2d"", ""show"", ""of"", ""leo"", ""today""]","[""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O""]"
pls cancel my dune part two booking at raj mandir,cancel_ticket,"[""pls"", ""cancel"", ""my"", ""dune"", ""part"", ""two"", ""booking"", ""at"", ""raj"", ""mandir""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
yo when is leo showing at wave cinemas,check_showtime,"[""yo"", ""when"", ""is"", ""leo"", ""showing"", ""at"", ""wave"", ""cinemas""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
pls helo,greeting,"[""pls"", ""helo""]","[""O""]"
look up my movie booking in bengaluru,check_booking_status,"[""look"", ""up"", ""my"", ""movie"", ""booking"", ""in"", ""bengaluru""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-CITY""]"
book 2 premium tickets for kalki 2898 ad at cinepolis central,book_ticket,"[""book"", ""2"", ""premium"", ""tickets"", ""for"", ""kalki"", ""2898"", ""ad"", ""at"", ""cinepolis"", ""central""]","[""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
find leo in hyderabad,search_movie,"[""find"", ""leo"", ""in"", ""hyderabad""]","[""O"", ""B-MOVIE_NAME"", ""O"", ""B-CITY""]"
yo look up my movie booking in chennai,check_booking_status,"[""yo"", ""look"", ""up"", ""my"", ""movie"", ""booking"", ""in"", ""chennai""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-CITY""]"
hey i need 3 tickets for dune part two this 25 may,book_ticket,"[""hey"", ""i"", ""need"", ""3"", ""tickets"", ""for"", ""dune"", ""part"", ""two"", ""this"", ""25"", ""may""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
bye and thanks,goodbye,"[""bye"", ""and"", ""thanks""]","[""O"", ""O"", ""O""]"
pls check my booking status for oppenheimer,check_booking_status,"[""pls"", ""check"", ""my"", ""booking"", ""status"", ""for"", ""oppenheimer""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME""]"
please book me 2 for kalki 2898 ad at 9 : 30 pm,book_ticket,"[""please"", ""book"", ""me"", ""2"", ""for"", ""kalki"", ""2898"", ""ad"", ""at"", ""9"", "":"", ""30"", ""pm""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-TIME"", ""I-TIME"", ""I-TIME"", ""I-TIME""]"
drop my reservation at luxe imax,cancel_ticket,"[""drop"", ""my"", ""reservation"", ""at"", ""luxe"", ""imax""]","[""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
show my booking details at raj mandir,check_booking_status,"[""show"", ""my"", ""booking"", ""details"", ""at"", ""raj"", ""mandir""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
hey give me balcony around a10,select_seat,"[""hey"", ""give"", ""me"", ""balcony"", ""around"", ""a10""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
that's all thanks,goodbye,"[""that's"", ""all"", ""thanks""]","[""O"", ""O"", ""O""]"
thanks bye,goodbye,"[""thanks"", ""bye""]","[""O"", ""O""]"
drop my reservation at cinepolis central,cancel_ticket,"[""drop"", ""my"", ""reservation"", ""at"", ""cinepolis"", ""central""]","[""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME""]"
hey find interstellar in delhi,search_movie,"[""hey"", ""find"", ""interstellar"", ""in"", ""delhi""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-CITY""]"
hey there,greeting,"[""hey"", ""there""]","[""O"", ""O""]"
yo,greeting,"[""yo""]","[""O""]"
yo where is my ticket for tomorrow,check_booking_status,"[""yo"", ""where"", ""is"", ""my"", ""ticket"", ""for"", ""tomorrow""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE""]"
find the batman in bengaluru,search_movie,"[""find"", ""the"", ""batman"", ""in"", ""bengaluru""]","[""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-CITY""]"
yo find barbie in kolkata,search_movie,"[""yo"", ""find"", ""barbie"", ""in"", ""kolkata""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-CITY""]"
yo,greeting,"[""yo""]","[""O""]"
"hi, need help pls",greeting,"[""hi"", "","", ""need"", ""help"", ""pls""]","[""O"", ""O"", ""O"", ""O""]"
hello,greeting,"[""hello""]","[""O""]"
select seat c3,select_seat,"[""select"", ""seat"", ""c3""]","[""O"", ""O"", ""B-SEAT_NUMBER""]"
show me kalki 2898 ad sessions in chennai,search_movie,"[""show"", ""me"", ""kalki"", ""2898"", ""ad"", ""sessions"", ""in"", ""chennai""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
find interstellr in mumbai,search_movie,"[""find"", ""interstellr"", ""in"", ""mumbai""]","[""O"", ""B-MOVIE_NAME"", ""O"", ""B-CITY""]"
hey i need 4 tickets for barbie this this evening,book_ticket,"[""hey"", ""i"", ""need"", ""4"", ""tickets"", ""for"", ""barbie"", ""this"", ""this"", ""evening""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
good morning,greeting,"[""good"", ""morning""]","[""O"", ""O""]"
please refund my booking for this weekend,cancel_ticket,"[""please"", ""refund"", ""my"", ""booking"", ""for"", ""this"", ""weekend""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
hey is interstellar playing near chennai,search_movie,"[""hey"", ""is"", ""interstellar"", ""playing"", ""near"", ""chennai""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
pls drop my reservation at inox city center,cancel_ticket,"[""pls"", ""drop"", ""my"", ""reservation"", ""at"", ""inox"", ""city"", ""center""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
pls is there a dolby show of jawan today,check_showtime,"[""pls"", ""is"", ""there"", ""a"", ""dolby"", ""show"", ""of"", ""jawan"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O""]"
yo check my booking status for jawan,check_booking_status,"[""yo"", ""check"", ""my"", ""booking"", ""status"", ""for"", ""jawan""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME""]"
hey there,greeting,"[""hey"", ""there""]","[""O"", ""O""]"
thanks bye,goodbye,"[""thanks"", ""bye""]","[""O"", ""O""]"
see you later,goodbye,"[""see"", ""you"", ""later""]","[""O"", ""O"", ""O""]"
pick regular seats near d8,select_seat,"[""pick"", ""regular"", ""seats"", ""near"", ""d8""]","[""O"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-SEAT_NUMBER""]"
"hi, need help",greeting,"[""hi"", "","", ""need"", ""help""]","[""O"", ""O"", ""O"", ""O""]"
yo please refund my booking for tomorrow,cancel_ticket,"[""yo"", ""please"", ""refund"", ""my"", ""booking"", ""for"", ""tomorrow""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE""]"
give me recliner around b12,select_seat,"[""give"", ""me"", ""recliner"", ""around"", ""b12""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
what movies like tiger 3 are running in chennai,search_movie,"[""what"", ""movies"", ""like"", ""tiger"", ""3"", ""are"", ""running"", ""in"", ""chennai""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""O"", ""B-CITY""]"
hey is my reservation confirmed for 9 : 30 pm,check_booking_status,"[""hey"", ""is"", ""my"", ""reservation"", ""confirmed"", ""for"", ""9"", "":"", ""30"", ""pm""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-TIME"", ""I-TIME"", ""I-TIME"", ""I-TIME""]"
yo,greeting,"[""yo""]","[""O""]"
slect seat a10,select_seat,"[""slect"", ""seat"", ""a10""]","[""O"", ""O"", ""B-SEAT_NUMBER""]"
pls drop my reservation at pvr nexus mall,cancel_ticket,"[""pls"", ""drop"", ""my"", ""reservation"", ""at"", ""pvr"", ""nexus"", ""mall""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-THEATER_NAME"", ""I-THEATER_NAME"", ""I-THEATER_NAME""]"
bye and thnks please,goodbye,"[""bye"", ""and"", ""thnks"", ""please""]","[""O"", ""O"", ""O""]"
show me oppenheimer sessions in jaipur,search_movie,"[""show"", ""me"", ""oppenheimer"", ""sessions"", ""in"", ""jaipur""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
show me interstellar sessions in delhi,search_movie,"[""show"", ""me"", ""interstellar"", ""sessions"", ""in"", ""delhi""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
can u book interstellar for 2 people,book_ticket,"[""can"", ""u"", ""book"", ""interstellar"", ""for"", ""2"", ""people""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-NUM_TICKETS"", ""O""]"
yo cancel the 5 seats in kochi,cancel_ticket,"[""yo"", ""cancel"", ""the"", ""5"", ""seats"", ""in"", ""kochi""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-CITY""]"
goodbye,goodbye,"[""goodbye""]","[""O""]"
yo hey choose blcony seat a10,select_seat,"[""yo"", ""hey"", ""choose"", ""blcony"", ""seat"", ""a10""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
yo please refund my booking for this evening,cancel_ticket,"[""yo"", ""please"", ""refund"", ""my"", ""booking"", ""for"", ""this"", ""evening""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE"", ""I-DATE""]"
reserve 4 recliner seats in pune,book_ticket,"[""reserve"", ""4"", ""recliner"", ""seats"", ""in"", ""pune""]","[""O"", ""B-NUM_TICKETS"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-CITY""]"
i want to cancel tickets for jawan today,cancel_ticket,"[""i"", ""want"", ""to"", ""cancel"", ""tickets"", ""for"", ""jawan"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O""]"
bye and thanks,goodbye,"[""bye"", ""and"", ""thanks""]","[""O"", ""O"", ""O""]"
quick pls choose balcony seat b7,select_seat,"[""quick"", ""pls"", ""choose"", ""balcony"", ""seat"", ""b7""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
look up my movie booking in bengaluru,check_booking_status,"[""look"", ""up"", ""my"", ""movie"", ""booking"", ""in"", ""bengaluru""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-CITY""]"
i want d8 for the show,select_seat,"[""i"", ""want"", ""d8"", ""for"", ""the"", ""show""]","[""O"", ""O"", ""B-SEAT_NUMBER"", ""O"", ""O"", ""O""]"
find top gun maverick in chennai,search_movie,"[""find"", ""top"", ""gun"", ""maverick"", ""in"", ""chennai""]","[""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-CITY""]"
i want c4 for the show,select_seat,"[""i"", ""want"", ""c4"", ""for"", ""the"", ""show""]","[""O"", ""O"", ""B-SEAT_NUMBER"", ""O"", ""O"", ""O""]"
hey show me dune part two sessions in mumbai,search_movie,"[""hey"", ""show"", ""me"", ""dune"", ""part"", ""two"", ""sessions"", ""in"", ""mumbai""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
pls i need 6 tickets for interstellar this 26 may,book_ticket,"[""pls"", ""i"", ""need"", ""6"", ""tickets"", ""for"", ""interstellar"", ""this"", ""26"", ""may""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
pls find spider man no way home in ahmedabad,search_movie,"[""pls"", ""find"", ""spider"", ""man"", ""no"", ""way"", ""home"", ""in"", ""ahmedabad""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-CITY""]"
can u buk dune part two for 2 people,book_ticket,"[""can"", ""u"", ""buk"", ""dune"", ""part"", ""two"", ""for"", ""2"", ""people""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-NUM_TICKETS"", ""O""]"
good morning,greeting,"[""good"", ""morning""]","[""O"", ""O""]"
cancel the 5 sxats in jaipur,cancel_ticket,"[""cancel"", ""the"", ""5"", ""sxats"", ""in"", ""jaipur""]","[""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-CITY""]"
check my booking status for leo,check_booking_status,"[""check"", ""my"", ""booking"", ""status"", ""for"", ""leo""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME""]"
is there a 2d show of kalki 2898 ad today,check_showtime,"[""is"", ""there"", ""a"", ""2d"", ""show"", ""of"", ""kalki"", ""2898"", ""ad"", ""today""]","[""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
hey any english movies in kocpi,search_movie,"[""hey"", ""any"", ""english"", ""movies"", ""in"", ""kocpi""]","[""O"", ""O"", ""B-LANGUAGE"", ""O"", ""O"", ""B-CITY""]"
pls what movies like the batman are running in pune,search_movie,"[""pls"", ""what"", ""movies"", ""like"", ""the"", ""batman"", ""are"", ""running"", ""in"", ""pune""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""O"", ""B-CITY""]"
that's all thanks,goodbye,"[""that's"", ""all"", ""thanks""]","[""O"", ""O"", ""O""]"
pls can u buk tger 3 for 2 people,book_ticket,"[""pls"", ""can"", ""u"", ""buk"", ""tger"", ""3"", ""for"", ""2"", ""people""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-NUM_TICKETS"", ""O""]"
pls please refund my booking for today,cancel_ticket,"[""pls"", ""please"", ""refund"", ""my"", ""booking"", ""for"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-DATE""]"
yo,greeting,"[""yo""]","[""O""]"
yo?,greeting,"[""yo"", ""?""]","[""O""]"
hey hey choose recliner seat e15 now,select_seat,"[""hey"", ""hey"", ""choose"", ""recliner"", ""seat"", ""e15"", ""now""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
look up my movie booking in bengaluru,check_booking_status,"[""look"", ""up"", ""my"", ""movie"", ""booking"", ""in"", ""bengaluru""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-CITY""]"
pls find dune part two in pune,search_movie,"[""pls"", ""find"", ""dune"", ""part"", ""two"", ""in"", ""pune""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-CITY""]"
show me showtimes for avatar the way of water on 25 may,check_showtime,"[""show"", ""me"", ""showtimes"", ""for"", ""avatar"", ""the"", ""way"", ""of"", ""water"", ""on"", ""25"", ""may""]","[""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""B-DATE"", ""I-DATE""]"
hello,greeting,"[""hello""]","[""O""]"
see you later,goodbye,"[""see"", ""you"", ""later""]","[""O"", ""O"", ""O""]"
yo i want to cancel tickets for jawan today,cancel_ticket,"[""yo"", ""i"", ""want"", ""to"", ""cancel"", ""tickets"", ""for"", ""jawan"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O""]"
that's all thanks,goodbye,"[""that's"", ""all"", ""thanks""]","[""O"", ""O"", ""O""]"
show me the batman sessions in jaipur,search_movie,"[""show"", ""me"", ""the"", ""batman"", ""sessions"", ""in"", ""jaipur""]","[""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O"", ""O"", ""B-CITY""]"
yo,greeting,"[""yo""]","[""O""]"
hey pick vip seats near c4,select_seat,"[""hey"", ""pick"", ""vip"", ""seats"", ""near"", ""c4""]","[""O"", ""O"", ""B-SEAT_TYPE"", ""O"", ""O"", ""B-SEAT_NUMBER""]"
yo is there a dolby show of dune part two today,check_showtime,"[""yo"", ""is"", ""there"", ""a"", ""dolby"", ""show"", ""of"", ""dune"", ""part"", ""two"", ""today""]","[""O"", ""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
what muvies like jawan are running in jaipur,search_movie,"[""what"", ""muvies"", ""like"", ""jawan"", ""are"", ""running"", ""in"", ""jaipur""]","[""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""O"", ""O"", ""O"", ""B-CITY""]"
thanks bye,goodbye,"[""thanks"", ""bye""]","[""O"", ""O""]"
choose premium seat c3,select_seat,"[""choose"", ""premium"", ""seat"", ""c3""]","[""O"", ""B-SEAT_TYPE"", ""O"", ""B-SEAT_NUMBER""]"
please buk me 5 for jwan at 11 pm,book_ticket,"[""please"", ""buk"", ""me"", ""5"", ""for"", ""jwan"", ""at"", ""11"", ""pm""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""B-MOVIE_NAME"", ""O"", ""B-TIME"", ""I-TIME""]"
um cancel the 3 seats in delhi,cancel_ticket,"[""um"", ""cancel"", ""the"", ""3"", ""seats"", ""in"", ""delhi""]","[""O"", ""O"", ""O"", ""B-NUM_TICKETS"", ""O"", ""O"", ""B-CITY""]"
thx bye,goodbye,"[""thx"", ""bye""]","[""O"", ""O""]"
that's all thanks,goodbye,"[""that's"", ""all"", ""thanks""]","[""O"", ""O"", ""O""]"
"hi, need help",greeting,"[""hi"", "","", ""need"", ""help""]","[""O"", ""O"", ""O"", ""O""]"
is there a imax show of the batman today,check_showtime,"[""is"", ""there"", ""a"", ""imax"", ""show"", ""of"", ""the"", ""batman"", ""today""]","[""O"", ""O"", ""O"", ""B-SCREEN_TYPE"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""O""]"
check my booking status for kalki 2898 ad,check_booking_status,"[""check"", ""my"", ""booking"", ""status"", ""for"", ""kalki"", ""2898"", ""ad""]","[""O"", ""O"", ""O"", ""O"", ""O"", ""B-MOVIE_NAME"", ""I-MOVIE_NAME"", ""I-MOVIE_NAME""]"
